force,strain
1.0016424,0.218
1.0016424,0.14600000000000002
1.0016424,16.891000000000002
1.0016424,16.517000000000003
1.0016424,15.981000000000002
1.0016424,12.464
1.0016424,12.004000000000001
1.0016424,11.544
1.0016424,7.861
1.0016424,7.401999999999999
1.0016424,6.944
1.0016424,3.342
1.0016424,2.911
1.0016424,2.487
1.0016424,0.149
1.0016424,0.08900000000000001
1.0016424,0.057
1.0016424,16.742
1.0016424,16.341
1.0016424,15.879000000000001
1.0016424,12.497000000000002
1.0016424,12.04
1.0016424,11.582
1.0016424,7.920999999999999
1.0016424,7.465
1.0016424,7.011
1.0016424,3.479
1.0016424,3.065
1.0016424,2.6639999999999997
1.0016424,0.159
1.0016424,0.114
1.0016424,0.083
1.0016424,17.003999999999998
1.0016424,16.619
1.0016424,16.063
1.0016424,12.55
1.0016424,12.094
1.0016424,11.637
1.0016424,7.998
1.0016424,7.547
1.0016424,7.098
1.0016424,3.6100000000000003
1.0016424,3.196
1.0016424,2.7920000000000003
1.0016424,0.328
1.0016424,0.217
1.0016424,0.14600000000000002
10.1200392,170.65900000000002
10.1200392,166.875
10.1200392,161.46699999999998
10.1200392,125.931
10.1200392,121.282
10.1200392,116.63
10.1200392,79.42099999999999
10.1200392,74.78399999999999
10.1200392,70.153
10.1200392,33.766999999999996
10.1200392,29.409
10.1200392,25.131999999999998
10.1200392,1.5030000000000001
10.1200392,0.903
10.1200392,0.575
10.1200392,169.151
10.1200392,165.105
10.1200392,160.43099999999998
10.1200392,126.26799999999999
10.1200392,121.64699999999999
10.1200392,117.02
10.1200392,80.02499999999999
10.1200392,75.42699999999999
10.1200392,70.839
10.1200392,35.147
10.1200392,30.969
10.1200392,26.916
10.1200392,1.5939999999999999
10.1200392,1.158
10.1200392,0.841
10.1200392,171.79500000000002
10.1200392,167.90800000000002
10.1200392,162.291
10.1200392,126.80300000000001
10.1200392,122.19100000000002
10.1200392,117.577
10.1200392,80.80999999999999
10.1200392,76.254
10.1200392,71.715
10.1200392,36.47
10.1200392,32.294
10.1200392,28.189
10.1200392,3.321
10.1200392,2.205
10.1200392,1.478
10.1200392,170.65900000000002
10.1200392,166.875
10.1200392,161.46699999999998
10.1200392,125.931
10.1200392,121.283
10.1200392,116.63
10.1200392,79.42099999999999
10.1200392,74.78399999999999
10.1200392,70.153
10.1200392,33.768
10.1200392,29.409
10.1200392,25.131
10.1200392,1.508
10.1200392,0.904
10.1200392,0.5740000000000001
10.1200392,169.151
10.1200392,165.105
10.1200392,160.43099999999998
10.1200392,126.26799999999999
10.1200392,121.64699999999999
10.1200392,117.02
10.1200392,80.02499999999999
10.1200392,75.42699999999999
10.1200392,70.839
10.1200392,35.15
10.1200392,30.971
10.1200392,26.915
10.1200392,1.603
10.1200392,1.157
10.1200392,0.841
10.1200392,171.79500000000002
10.1200392,167.90800000000002
10.1200392,162.291
10.1200392,126.80300000000001
10.1200392,122.19100000000002
10.1200392,117.577
10.1200392,80.80999999999999
10.1200392,76.254
10.1200392,71.715
10.1200392,36.47
10.1200392,32.292
10.1200392,28.204
10.1200392,3.311
10.1200392,2.1959999999999997
10.1200392,1.48
10.1810853,171.689
10.1810853,167.881
10.1810853,162.441
10.1810853,126.69
10.1810853,122.014
10.1810853,117.334
10.1810853,79.9
10.1810853,75.235
10.1810853,70.576
10.1810853,33.97
10.1810853,29.586000000000002
10.1810853,25.282999999999998
10.1810853,1.513
10.1810853,0.908
10.1810853,0.5780000000000001
10.1810853,170.172
10.1810853,166.101
10.1810853,161.399
10.1810853,127.029
10.1810853,122.38099999999999
10.1810853,117.726
10.1810853,80.508
10.1810853,75.882
10.1810853,71.266
10.1810853,35.358999999999995
10.1810853,31.156
10.1810853,27.078
10.1810853,1.603
10.1810853,1.165
10.1810853,0.8460000000000001
10.1810853,172.831
10.1810853,168.921
10.1810853,163.27
10.1810853,127.568
10.1810853,122.92800000000001
10.1810853,118.286
10.1810853,81.29700000000001
10.1810853,76.714
10.1810853,72.148
10.1810853,36.690000000000005
10.1810853,32.489
10.1810853,28.359
10.1810853,3.3409999999999997
10.1810853,2.2180000000000004
10.1810853,1.486
10.1810853,171.689
10.1810853,167.881
10.1810853,162.441
10.1810853,126.69
10.1810853,122.014
10.1810853,117.334
10.1810853,79.9
10.1810853,75.235
10.1810853,70.577
10.1810853,33.971
10.1810853,29.587
10.1810853,25.282999999999998
10.1810853,1.5170000000000001
10.1810853,0.909
10.1810853,0.5780000000000001
10.1810853,170.172
10.1810853,166.101
10.1810853,161.399
10.1810853,127.029
10.1810853,122.38099999999999
10.1810853,117.726
10.1810853,80.508
10.1810853,75.882
10.1810853,71.266
10.1810853,35.361999999999995
10.1810853,31.158
10.1810853,27.078
10.1810853,1.6119999999999999
10.1810853,1.164
10.1810853,0.8460000000000001
10.1810853,172.831
10.1810853,168.921
10.1810853,163.27
10.1810853,127.56700000000001
10.1810853,122.92800000000001
10.1810853,118.286
10.1810853,81.29700000000001
10.1810853,76.714
10.1810853,72.147
10.1810853,36.690000000000005
10.1810853,32.487
10.1810853,28.374
10.1810853,3.331
10.1810853,2.209
10.1810853,1.489
10.1908512,171.854
10.1908512,168.042
10.1908512,162.597
10.1908512,126.812
10.1908512,122.13099999999999
10.1908512,117.446
10.1908512,79.976
10.1908512,75.307
10.1908512,70.64399999999999
10.1908512,34.003
10.1908512,29.615
10.1908512,25.307
10.1908512,1.514
10.1908512,0.909
10.1908512,0.579
10.1908512,170.335
10.1908512,166.26
10.1908512,161.553
10.1908512,127.151
10.1908512,122.49799999999999
10.1908512,117.839
10.1908512,80.58500000000001
10.1908512,75.954
10.1908512,71.335
10.1908512,35.393
10.1908512,31.186000000000003
10.1908512,27.104
10.1908512,1.605
10.1908512,1.166
10.1908512,0.847
10.1908512,172.997
10.1908512,169.083
10.1908512,163.427
10.1908512,127.69
10.1908512,123.046
10.1908512,118.4
10.1908512,81.375
10.1908512,76.788
10.1908512,72.217
10.1908512,36.725
10.1908512,32.52
10.1908512,28.386
10.1908512,3.3440000000000003
10.1908512,2.2199999999999998
10.1908512,1.488
10.1908512,171.854
10.1908512,168.042
10.1908512,162.597
10.1908512,126.812
10.1908512,122.13099999999999
10.1908512,117.446
10.1908512,79.976
10.1908512,75.307
10.1908512,70.64399999999999
10.1908512,34.004000000000005
10.1908512,29.615
10.1908512,25.307
10.1908512,1.518
10.1908512,0.9099999999999999
10.1908512,0.5780000000000001
10.1908512,170.335
10.1908512,166.26
10.1908512,161.553
10.1908512,127.151
10.1908512,122.49799999999999
10.1908512,117.839
10.1908512,80.58500000000001
10.1908512,75.954
10.1908512,71.335
10.1908512,35.396
10.1908512,31.188
10.1908512,27.104
10.1908512,1.6139999999999999
10.1908512,1.165
10.1908512,0.847
10.1908512,172.997
10.1908512,169.083
10.1908512,163.427
10.1908512,127.69
10.1908512,123.046
10.1908512,118.4
10.1908512,81.375
10.1908512,76.788
10.1908512,72.217
10.1908512,36.725
10.1908512,32.518
10.1908512,28.401
10.1908512,3.334
10.1908512,2.2110000000000003
10.1908512,1.49
10.2455091,172.775
10.2455091,168.944
10.2455091,163.469
10.2455091,127.49199999999999
10.2455091,122.786
10.2455091,118.076
10.2455091,80.405
10.2455091,75.711
10.2455091,71.023
10.2455091,34.185
10.2455091,29.773
10.2455091,25.443
10.2455091,1.522
10.2455091,0.9139999999999999
10.2455091,0.582
10.2455091,171.24800000000002
10.2455091,167.15200000000002
10.2455091,162.42000000000002
10.2455091,127.833
10.2455091,123.15500000000002
10.2455091,118.471
10.2455091,81.018
10.2455091,76.362
10.2455091,71.717
10.2455091,35.583
10.2455091,31.353
10.2455091,27.25
10.2455091,1.6139999999999999
10.2455091,1.172
10.2455091,0.852
10.2455091,173.925
10.2455091,169.98999999999998
10.2455091,164.303
10.2455091,128.375
10.2455091,123.70600000000002
10.2455091,119.035
10.2455091,81.812
10.2455091,77.2
10.2455091,72.604
10.2455091,36.922000000000004
10.2455091,32.694
10.2455091,28.538
10.2455091,3.362
10.2455091,2.2319999999999998
10.2455091,1.496
10.2455091,172.775
10.2455091,168.944
10.2455091,163.469
10.2455091,127.49199999999999
10.2455091,122.786
10.2455091,118.076
10.2455091,80.405
10.2455091,75.711
10.2455091,71.023
10.2455091,34.186
10.2455091,29.774
10.2455091,25.443
10.2455091,1.526
10.2455091,0.915
10.2455091,0.5810000000000001
10.2455091,171.24800000000002
10.2455091,167.15200000000002
10.2455091,162.42000000000002
10.2455091,127.833
10.2455091,123.15500000000002
10.2455091,118.471
10.2455091,81.018
10.2455091,76.362
10.2455091,71.717
10.2455091,35.585
10.2455091,31.355
10.2455091,27.249
10.2455091,1.623
10.2455091,1.171
10.2455091,0.852
10.2455091,173.925
10.2455091,169.98999999999998
10.2455091,164.303
10.2455091,128.375
10.2455091,123.70600000000002
10.2455091,119.035
10.2455091,81.812
10.2455091,77.2
10.2455091,72.604
10.2455091,36.922000000000004
10.2455091,32.692
10.2455091,28.554000000000002
10.2455091,3.352
10.2455091,2.2230000000000003
10.2455091,1.498
10.3065201,173.804
10.3065201,169.95000000000002
10.3065201,164.443
10.3065201,128.25099999999998
10.3065201,123.517
10.3065201,118.779
10.3065201,80.884
10.3065201,76.16199999999999
10.3065201,71.446
10.3065201,34.388999999999996
10.3065201,29.950999999999997
10.3065201,25.595000000000002
10.3065201,1.5310000000000001
10.3065201,0.919
10.3065201,0.585
10.3065201,172.268
10.3065201,168.147
10.3065201,163.387
10.3065201,128.594
10.3065201,123.889
10.3065201,119.176
10.3065201,81.5
10.3065201,76.816
10.3065201,72.144
10.3065201,35.795
10.3065201,31.54
10.3065201,27.412000000000003
10.3065201,1.623
10.3065201,1.179
10.3065201,0.857
10.3065201,174.95999999999998
10.3065201,171.00199999999998
10.3065201,165.28199999999998
10.3065201,129.139
10.3065201,124.442
10.3065201,119.744
10.3065201,82.299
10.3065201,77.66
10.3065201,73.036
10.3065201,37.141999999999996
10.3065201,32.889
10.3065201,28.708000000000002
10.3065201,3.382
10.3065201,2.245
10.3065201,1.505
10.3065201,173.804
10.3065201,169.95000000000002
10.3065201,164.443
10.3065201,128.25099999999998
10.3065201,123.517
10.3065201,118.779
10.3065201,80.884
10.3065201,76.16199999999999
10.3065201,71.446
10.3065201,34.39
10.3065201,29.950999999999997
10.3065201,25.593999999999998
10.3065201,1.535
10.3065201,0.9199999999999999
10.3065201,0.585
10.3065201,172.268
10.3065201,168.147
10.3065201,163.387
10.3065201,128.594
10.3065201,123.889
10.3065201,119.176
10.3065201,81.5
10.3065201,76.816
10.3065201,72.144
10.3065201,35.797000000000004
10.3065201,31.541999999999998
10.3065201,27.410999999999998
10.3065201,1.632
10.3065201,1.178
10.3065201,0.857
10.3065201,174.95999999999998
10.3065201,171.00199999999998
10.3065201,165.28199999999998
10.3065201,129.139
10.3065201,124.442
10.3065201,119.744
10.3065201,82.299
10.3065201,77.66
10.3065201,73.036
10.3065201,37.141999999999996
10.3065201,32.887
10.3065201,28.724
10.3065201,3.372
10.3065201,2.2359999999999998
10.3065201,1.507
10.3797288,175.039
10.3797288,171.15699999999998
10.3797288,165.611
10.3797288,129.162
10.3797288,124.395
10.3797288,119.623
10.3797288,81.45899999999999
10.3797288,76.703
10.3797288,71.954
10.3797288,34.632999999999996
10.3797288,30.163
10.3797288,25.776
10.3797288,1.542
10.3797288,0.926
10.3797288,0.59
10.3797288,173.492
10.3797288,169.342
10.3797288,164.548
10.3797288,129.50799999999998
10.3797288,124.76899999999999
10.3797288,120.023
10.3797288,82.079
10.3797288,77.362
10.3797288,72.65700000000001
10.3797288,36.049
10.3797288,31.764000000000003
10.3797288,27.607
10.3797288,1.635
10.3797288,1.1880000000000002
10.3797288,0.863
10.3797288,176.203
10.3797288,172.217
10.3797288,166.456
10.3797288,130.056
10.3797288,125.32600000000001
10.3797288,120.59400000000001
10.3797288,82.883
10.3797288,78.211
10.3797288,73.55499999999999
10.3797288,37.406
10.3797288,33.122
10.3797288,28.912
10.3797288,3.406
10.3797288,2.261
10.3797288,1.515
10.3797288,175.039
10.3797288,171.15699999999998
10.3797288,165.611
10.3797288,129.162
10.3797288,124.395
10.3797288,119.623
10.3797288,81.45899999999999
10.3797288,76.703
10.3797288,71.954
10.3797288,34.634
10.3797288,30.164
10.3797288,25.776
10.3797288,1.546
10.3797288,0.9269999999999999
10.3797288,0.589
10.3797288,173.492
10.3797288,169.342
10.3797288,164.548
10.3797288,129.50799999999998
10.3797288,124.76899999999999
10.3797288,120.023
10.3797288,82.079
10.3797288,77.362
10.3797288,72.65700000000001
10.3797288,36.052
10.3797288,31.766000000000002
10.3797288,27.605999999999998
10.3797288,1.6440000000000001
10.3797288,1.187
10.3797288,0.863
10.3797288,176.203
10.3797288,172.217
10.3797288,166.456
10.3797288,130.056
10.3797288,125.32600000000001
10.3797288,120.59400000000001
10.3797288,82.883
10.3797288,78.211
10.3797288,73.55499999999999
10.3797288,37.406
10.3797288,33.120999999999995
10.3797288,28.928
10.3797288,3.3960000000000004
10.3797288,2.2520000000000002
10.3797288,1.518
10.391697,175.24
10.391697,171.354
10.391697,165.802
10.391697,129.311
10.391697,124.538
10.391697,119.761
10.391697,81.553
10.391697,76.791
10.391697,72.036
10.391697,34.672999999999995
10.391697,30.198
10.391697,25.806
10.391697,1.544
10.391697,0.9269999999999999
10.391697,0.59
10.391697,173.692
10.391697,169.537
10.391697,164.737
10.391697,129.657
10.391697,124.91299999999998
10.391697,120.161
10.391697,82.174
10.391697,77.45100000000001
10.391697,72.741
10.391697,36.09
10.391697,31.801000000000002
10.391697,27.639
10.391697,1.637
10.391697,1.189
10.391697,0.864
10.391697,176.40599999999998
10.391697,172.41500000000002
10.391697,166.648
10.391697,130.20600000000002
10.391697,125.47099999999999
10.391697,120.733
10.391697,82.97900000000001
10.391697,78.30099999999999
10.391697,73.64
10.391697,37.449
10.391697,33.161
10.391697,28.945
10.391697,3.41
10.391697,2.264
10.391697,1.5170000000000001
10.391697,175.24099999999999
10.391697,171.354
10.391697,165.802
10.391697,129.311
10.391697,124.538
10.391697,119.761
10.391697,81.553
10.391697,76.791
10.391697,72.037
10.391697,34.674
10.391697,30.199
10.391697,25.806
10.391697,1.548
10.391697,0.928
10.391697,0.589
10.391697,173.692
10.391697,169.537
10.391697,164.737
10.391697,129.657
10.391697,124.91299999999998
10.391697,120.161
10.391697,82.174
10.391697,77.45100000000001
10.391697,72.741
10.391697,36.093
10.391697,31.803
10.391697,27.637999999999998
10.391697,1.646
10.391697,1.1880000000000002
10.391697,0.864
10.391697,176.40599999999998
10.391697,172.41500000000002
10.391697,166.648
10.391697,130.20600000000002
10.391697,125.47099999999999
10.391697,120.733
10.391697,82.97900000000001
10.391697,78.30099999999999
10.391697,73.64
10.391697,37.449
10.391697,33.159
10.391697,28.961
10.391697,3.4
10.391697,2.255
10.391697,1.519
1.0349046,17.452
1.0349046,17.065
1.0349046,16.512
1.0349046,12.878
1.0349046,12.403
1.0349046,11.927
1.0349046,8.122
1.0349046,7.648000000000001
1.0349046,7.174
1.0349046,3.453
1.0349046,3.007
1.0349046,2.57
1.0349046,0.154
1.0349046,0.092
1.0349046,0.059
1.0349046,17.298
1.0349046,16.884
1.0349046,16.406
1.0349046,12.913
1.0349046,12.44
1.0349046,11.967
1.0349046,8.184
1.0349046,7.713000000000001
1.0349046,7.244
1.0349046,3.594
1.0349046,3.167
1.0349046,2.753
1.0349046,0.16299999999999998
1.0349046,0.118
1.0349046,0.08600000000000001
1.0349046,17.567999999999998
1.0349046,17.171
1.0349046,16.596
1.0349046,12.967
1.0349046,12.496
1.0349046,12.024000000000001
1.0349046,8.264000000000001
1.0349046,7.798000000000001
1.0349046,7.334
1.0349046,3.73
1.0349046,3.302
1.0349046,2.883
1.0349046,0.33999999999999997
1.0349046,0.22499999999999998
1.0349046,0.151
1.0349046,17.452
1.0349046,17.065
1.0349046,16.512
1.0349046,12.878
1.0349046,12.403
1.0349046,11.927
1.0349046,8.122
1.0349046,7.648000000000001
1.0349046,7.174
1.0349046,3.453
1.0349046,3.007
1.0349046,2.57
1.0349046,0.154
1.0349046,0.092
1.0349046,0.059
1.0349046,17.298
1.0349046,16.884
1.0349046,16.406
1.0349046,12.913
1.0349046,12.44
1.0349046,11.967
1.0349046,8.184
1.0349046,7.713000000000001
1.0349046,7.244
1.0349046,3.5949999999999998
1.0349046,3.167
1.0349046,2.7520000000000002
1.0349046,0.164
1.0349046,0.118
1.0349046,0.08600000000000001
1.0349046,17.567999999999998
1.0349046,17.171
1.0349046,16.596
1.0349046,12.967
1.0349046,12.496
1.0349046,12.024000000000001
1.0349046,8.264000000000001
1.0349046,7.798000000000001
1.0349046,7.334
1.0349046,3.73
1.0349046,3.302
1.0349046,2.884
1.0349046,0.339
1.0349046,0.22499999999999998
1.0349046,0.151
10.4206131,175.728
10.4206131,171.831
10.4206131,166.26299999999998
10.4206131,129.67100000000002
10.4206131,124.885
10.4206131,120.09400000000001
10.4206131,81.77900000000001
10.4206131,77.005
10.4206131,72.23700000000001
10.4206131,34.77
10.4206131,30.282
10.4206131,25.878
10.4206131,1.548
10.4206131,0.9299999999999999
10.4206131,0.592
10.4206131,174.17499999999998
10.4206131,170.009
10.4206131,165.196
10.4206131,130.018
10.4206131,125.26
10.4206131,120.49600000000001
10.4206131,82.402
10.4206131,77.667
10.4206131,72.943
10.4206131,36.191
10.4206131,31.889
10.4206131,27.715
10.4206131,1.641
10.4206131,1.192
10.4206131,0.8660000000000001
10.4206131,176.897
10.4206131,172.895
10.4206131,167.11100000000002
10.4206131,130.56900000000002
10.4206131,125.82000000000001
10.4206131,121.069
10.4206131,83.21
10.4206131,78.51899999999999
10.4206131,73.845
10.4206131,37.553
10.4206131,33.253
10.4206131,29.026
10.4206131,3.42
10.4206131,2.27
10.4206131,1.521
10.4206131,175.728
10.4206131,171.831
10.4206131,166.26299999999998
10.4206131,129.67100000000002
10.4206131,124.885
10.4206131,120.09400000000001
10.4206131,81.78
10.4206131,77.005
10.4206131,72.23700000000001
10.4206131,34.771
10.4206131,30.283
10.4206131,25.878
10.4206131,1.5519999999999998
10.4206131,0.9299999999999999
10.4206131,0.5910000000000001
10.4206131,174.17499999999998
10.4206131,170.009
10.4206131,165.196
10.4206131,130.018
10.4206131,125.26
10.4206131,120.49600000000001
10.4206131,82.402
10.4206131,77.667
10.4206131,72.943
10.4206131,36.194
10.4206131,31.891
10.4206131,27.715
10.4206131,1.6500000000000001
10.4206131,1.1909999999999998
10.4206131,0.8660000000000001
10.4206131,176.897
10.4206131,172.895
10.4206131,167.11100000000002
10.4206131,130.56900000000002
10.4206131,125.82000000000001
10.4206131,121.069
10.4206131,83.21
10.4206131,78.51899999999999
10.4206131,73.845
10.4206131,37.553
10.4206131,33.251
10.4206131,29.042
10.4206131,3.409
10.4206131,2.261
10.4206131,1.524
10.4425155,176.097
10.4425155,172.192
10.4425155,166.613
10.4425155,129.943
10.4425155,125.14700000000002
10.4425155,120.34700000000001
10.4425155,81.95100000000001
10.4425155,77.167
10.4425155,72.389
10.4425155,34.842999999999996
10.4425155,30.346
10.4425155,25.932
10.4425155,1.5510000000000002
10.4425155,0.932
10.4425155,0.593
10.4425155,174.541
10.4425155,170.366
10.4425155,165.543
10.4425155,130.291
10.4425155,125.52400000000002
10.4425155,120.74900000000001
10.4425155,82.575
10.4425155,77.83
10.4425155,73.096
10.4425155,36.266999999999996
10.4425155,31.955999999999996
10.4425155,27.773999999999997
10.4425155,1.645
10.4425155,1.195
10.4425155,0.868
10.4425155,177.269
10.4425155,173.259
10.4425155,167.463
10.4425155,130.84300000000002
10.4425155,126.08399999999999
10.4425155,121.32400000000001
10.4425155,83.385
10.4425155,78.684
10.4425155,74.0
10.4425155,37.632000000000005
10.4425155,33.323
10.4425155,29.087
10.4425155,3.427
10.4425155,2.275
10.4425155,1.525
10.4425155,176.09799999999998
10.4425155,172.192
10.4425155,166.613
10.4425155,129.943
10.4425155,125.14700000000002
10.4425155,120.34700000000001
10.4425155,81.95100000000001
10.4425155,77.167
10.4425155,72.389
10.4425155,34.844
10.4425155,30.346
10.4425155,25.932
10.4425155,1.556
10.4425155,0.932
10.4425155,0.592
10.4425155,174.541
10.4425155,170.366
10.4425155,165.543
10.4425155,130.291
10.4425155,125.52400000000002
10.4425155,120.74900000000001
10.4425155,82.575
10.4425155,77.83
10.4425155,73.096
10.4425155,36.269999999999996
10.4425155,31.958000000000002
10.4425155,27.773
10.4425155,1.654
10.4425155,1.194
10.4425155,0.868
10.4425155,177.269
10.4425155,173.259
10.4425155,167.463
10.4425155,130.84300000000002
10.4425155,126.08399999999999
10.4425155,121.32400000000001
10.4425155,83.385
10.4425155,78.684
10.4425155,74.0
10.4425155,37.632000000000005
10.4425155,33.321000000000005
10.4425155,29.102999999999998
10.4425155,3.4170000000000003
10.4425155,2.266
10.4425155,1.527
10.4522715,176.262
10.4522715,172.353
10.4522715,166.768
10.4522715,130.065
10.4522715,125.26400000000001
10.4522715,120.459
10.4522715,82.02799999999999
10.4522715,77.23899999999999
10.4522715,72.456
10.4522715,34.875
10.4522715,30.374000000000002
10.4522715,25.957
10.4522715,1.553
10.4522715,0.932
10.4522715,0.5940000000000001
10.4522715,174.704
10.4522715,170.525
10.4522715,165.698
10.4522715,130.413
10.4522715,125.641
10.4522715,120.862
10.4522715,82.65299999999999
10.4522715,77.903
10.4522715,73.16499999999999
10.4522715,36.300999999999995
10.4522715,31.986
10.4522715,27.8
10.4522715,1.646
10.4522715,1.1960000000000002
10.4522715,0.869
10.4522715,177.434
10.4522715,173.42000000000002
10.4522715,167.619
10.4522715,130.965
10.4522715,126.20200000000001
10.4522715,121.437
10.4522715,83.463
10.4522715,78.758
10.4522715,74.069
10.4522715,37.666999999999994
10.4522715,33.354
10.4522715,29.114
10.4522715,3.43
10.4522715,2.277
10.4522715,1.526
10.4522715,176.262
10.4522715,172.353
10.4522715,166.768
10.4522715,130.065
10.4522715,125.26400000000001
10.4522715,120.459
10.4522715,82.02799999999999
10.4522715,77.23899999999999
10.4522715,72.456
10.4522715,34.876000000000005
10.4522715,30.375
10.4522715,25.956
10.4522715,1.5570000000000002
10.4522715,0.933
10.4522715,0.593
10.4522715,174.704
10.4522715,170.525
10.4522715,165.698
10.4522715,130.413
10.4522715,125.641
10.4522715,120.862
10.4522715,82.65299999999999
10.4522715,77.903
10.4522715,73.16499999999999
10.4522715,36.303999999999995
10.4522715,31.988
10.4522715,27.799
10.4522715,1.655
10.4522715,1.195
10.4522715,0.869
10.4522715,177.434
10.4522715,173.42000000000002
10.4522715,167.619
10.4522715,130.965
10.4522715,126.20200000000001
10.4522715,121.437
10.4522715,83.463
10.4522715,78.758
10.4522715,74.069
10.4522715,37.666999999999994
10.4522715,33.352000000000004
10.4522715,29.13
10.4522715,3.42
10.4522715,2.2680000000000002
10.4522715,1.528
10.471914,176.59300000000002
10.471914,172.677
10.471914,167.08200000000002
10.471914,130.309
10.471914,125.499
10.471914,120.685
10.471914,82.18199999999999
10.471914,77.384
10.471914,72.593
10.471914,34.941
10.471914,30.431
10.471914,26.005
10.471914,1.556
10.471914,0.9339999999999999
10.471914,0.595
10.471914,175.03300000000002
10.471914,170.846
10.471914,166.00900000000001
10.471914,130.658
10.471914,125.87699999999998
10.471914,121.089
10.471914,82.80799999999999
10.471914,78.04899999999999
10.471914,73.30199999999999
10.471914,36.369
10.471914,32.046
10.471914,27.852
10.471914,1.649
10.471914,1.198
10.471914,0.87
10.471914,177.768
10.471914,173.746
10.471914,167.934
10.471914,131.212
10.471914,126.43900000000001
10.471914,121.66499999999999
10.471914,83.619
10.471914,78.906
10.471914,74.208
10.471914,37.738
10.471914,33.417
10.471914,29.169
10.471914,3.436
10.471914,2.2809999999999997
10.471914,1.5290000000000001
10.471914,176.59300000000002
10.471914,172.677
10.471914,167.08200000000002
10.471914,130.309
10.471914,125.49999999999999
10.471914,120.685
10.471914,82.18199999999999
10.471914,77.384
10.471914,72.593
10.471914,34.942
10.471914,30.432
10.471914,26.005
10.471914,1.56
10.471914,0.935
10.471914,0.5940000000000001
10.471914,175.03300000000002
10.471914,170.846
10.471914,166.00900000000001
10.471914,130.658
10.471914,125.87699999999998
10.471914,121.089
10.471914,82.80799999999999
10.471914,78.04899999999999
10.471914,73.30199999999999
10.471914,36.372
10.471914,32.048
10.471914,27.851000000000003
10.471914,1.6589999999999998
10.471914,1.1969999999999998
10.471914,0.87
10.471914,177.768
10.471914,173.746
10.471914,167.934
10.471914,131.212
10.471914,126.43900000000001
10.471914,121.66499999999999
10.471914,83.619
10.471914,78.906
10.471914,74.208
10.471914,37.738
10.471914,33.415
10.471914,29.185
10.471914,3.4259999999999997
10.471914,2.272
10.471914,1.5310000000000001
10.4875866,176.858
10.4875866,172.935
10.4875866,167.332
