force,strain
10.221993,107.593
10.221993,104.047
10.221993,100.5
10.221993,71.734
10.221993,68.762
10.221993,65.454
10.221993,209.939
10.221993,206.513
10.221993,202.828
10.221993,178.33200000000002
10.221993,174.826
10.221993,171.307
10.221993,143.002
10.221993,139.458
10.221993,135.913
10.221993,107.54100000000001
10.221993,103.992
10.221993,100.44
10.221993,71.434
10.221993,68.413
10.221993,65.09899999999999
10.221993,212.095
10.221993,209.229
10.221993,204.573
10.221993,178.408
10.221993,174.886
10.221993,171.357
10.221993,143.03199999999998
10.221993,139.488
10.221993,135.94299999999998
10.221993,107.583
10.221993,104.03699999999999
10.221993,100.489
10.221993,71.723
10.221993,68.754
10.221993,65.452
10.2340242,212.35199999999998
10.2340242,209.485
10.2340242,204.821
10.2340242,178.624
10.2340242,175.09799999999998
10.2340242,171.565
10.2340242,143.208
10.2340242,139.66
10.2340242,136.11100000000002
10.2340242,107.72
10.2340242,104.169
10.2340242,100.61800000000001
10.2340242,71.818
10.2340242,68.843
10.2340242,65.531
10.2340242,210.187
10.2340242,206.756
10.2340242,203.067
10.2340242,178.541
10.2340242,175.031
10.2340242,171.50900000000001
10.2340242,143.171
10.2340242,139.62199999999999
10.2340242,136.073
10.2340242,107.668
10.2340242,104.114
10.2340242,100.559
10.2340242,71.518
10.2340242,68.494
10.2340242,65.175
10.2340242,212.344
10.2340242,209.47500000000002
10.2340242,204.814
10.2340242,178.618
10.2340242,175.092
10.2340242,171.559
10.2340242,143.201
10.2340242,139.65200000000002
10.2340242,136.10299999999998
10.2340242,107.71
10.2340242,104.159
10.2340242,100.60799999999999
10.2340242,71.807
10.2340242,68.835
10.2340242,65.529
10.2340242,212.35199999999998
10.2340242,209.485
10.2340242,204.821
10.2340242,178.624
10.2340242,175.09799999999998
10.2340242,171.565
10.2340242,143.208
10.2340242,139.66
10.2340242,136.11100000000002
10.2340242,107.72
10.2340242,104.169
10.2340242,100.61800000000001
10.2340242,71.818
10.2340242,68.843
10.2340242,65.531
10.2340242,210.187
10.2340242,206.756
10.2340242,203.067
10.2340242,178.541
10.2340242,175.031
10.2340242,171.50900000000001
10.2340242,143.171
10.2340242,139.62199999999999
10.2340242,136.073
10.2340242,107.668
10.2340242,104.114
10.2340242,100.559
10.2340242,71.518
10.2340242,68.494
10.2340242,65.175
10.2340242,212.344
10.2340242,209.47500000000002
10.2340242,204.814
10.2340242,178.618
10.2340242,175.092
10.2340242,171.559
10.2340242,143.20000000000002
10.2340242,139.65200000000002
10.2340242,136.10299999999998
10.2340242,107.71
10.2340242,104.159
10.2340242,100.60799999999999
10.2340242,71.807
10.2340242,68.835
10.2340242,65.529
10.2675582,213.048
10.2675582,210.171
10.2675582,205.492
10.2675582,179.209
10.2675582,175.672
10.2675582,172.127
10.2675582,143.677
10.2675582,140.117
10.2675582,136.557
10.2675582,108.073
10.2675582,104.511
10.2675582,100.948
10.2675582,72.053
10.2675582,69.068
10.2675582,65.74600000000001
10.2675582,210.875
10.2675582,207.434
10.2675582,203.733
10.2675582,179.127
10.2675582,175.60500000000002
10.2675582,172.07100000000003
10.2675582,143.64
10.2675582,140.079
10.2675582,136.518
10.2675582,108.021
10.2675582,104.455
10.2675582,100.888
10.2675582,71.752
10.2675582,68.718
10.2675582,65.389
10.2675582,213.04000000000002
10.2675582,210.161
10.2675582,205.48499999999999
10.2675582,179.203
10.2675582,175.666
10.2675582,172.12099999999998
10.2675582,143.67000000000002
10.2675582,140.11
10.2675582,136.549
10.2675582,108.063
10.2675582,104.5
10.2675582,100.937
10.2675582,72.042
10.2675582,69.06099999999999
10.2675582,65.743
10.2675582,213.048
10.2675582,210.171
10.2675582,205.493
10.2675582,179.209
10.2675582,175.672
10.2675582,172.127
10.2675582,143.677
10.2675582,140.117
10.2675582,136.557
10.2675582,108.073
10.2675582,104.511
10.2675582,100.948
10.2675582,72.053
10.2675582,69.068
10.2675582,65.74600000000001
10.2675582,210.875
10.2675582,207.434
10.2675582,203.733
10.2675582,179.127
10.2675582,175.60500000000002
10.2675582,172.07100000000003
10.2675582,143.64
10.2675582,140.079
10.2675582,136.518
10.2675582,108.021
10.2675582,104.455
10.2675582,100.888
10.2675582,71.752
10.2675582,68.718
10.2675582,65.389
10.2675582,213.04000000000002
10.2675582,210.161
10.2675582,205.48499999999999
10.2675582,179.203
10.2675582,175.666
10.2675582,172.12099999999998
10.2675582,143.67000000000002
10.2675582,140.11
10.2675582,136.549
10.2675582,108.063
10.2675582,104.5
10.2675582,100.937
10.2675582,72.042
10.2675582,69.06099999999999
10.2675582,65.743
10.284255,213.394
10.284255,210.513
10.284255,205.827
10.284255,179.5
10.284255,175.957
10.284255,172.40699999999998
10.284255,143.911
10.284255,140.345
10.284255,136.77900000000002
10.284255,108.248
10.284255,104.681
10.284255,101.11200000000001
10.284255,72.17099999999999
10.284255,69.17999999999999
10.284255,65.853
10.284255,211.218
10.284255,207.771
10.284255,204.064
10.284255,179.418
10.284255,175.89
10.284255,172.351
10.284255,143.87300000000002
10.284255,140.307
10.284255,136.74
10.284255,108.19600000000001
10.284255,104.625
10.284255,101.05199999999999
10.284255,71.869
10.284255,68.83
10.284255,65.49499999999999
10.284255,213.386
10.284255,210.503
10.284255,205.82
10.284255,179.495
10.284255,175.95100000000002
10.284255,172.401
10.284255,143.903
10.284255,140.33700000000002
10.284255,136.771
10.284255,108.238
10.284255,104.67
10.284255,101.10100000000001
10.284255,72.15899999999999
10.284255,69.173
10.284255,65.85
10.284255,213.394
10.284255,210.513
10.284255,205.827
10.284255,179.5
10.284255,175.957
10.284255,172.40699999999998
10.284255,143.911
10.284255,140.345
10.284255,136.77900000000002
10.284255,108.248
10.284255,104.681
10.284255,101.11200000000001
10.284255,72.17099999999999
10.284255,69.17999999999999
10.284255,65.853
10.284255,211.218
10.284255,207.771
10.284255,204.064
10.284255,179.418
10.284255,175.89
10.284255,172.351
10.284255,143.87300000000002
10.284255,140.307
10.284255,136.74
10.284255,108.19600000000001
10.284255,104.625
10.284255,101.05199999999999
10.284255,71.869
10.284255,68.83
10.284255,65.49499999999999
10.284255,213.386
10.284255,210.503
10.284255,205.819
10.284255,179.494
10.284255,175.95100000000002
10.284255,172.401
10.284255,143.903
10.284255,140.33700000000002
10.284255,136.771
10.284255,108.238
10.284255,104.67
10.284255,101.10100000000001
10.284255,72.15899999999999
10.284255,69.173
10.284255,65.85
10.2876552,213.465
10.2876552,210.583
10.2876552,205.89499999999998
10.2876552,179.56
10.2876552,176.016
10.2876552,172.464
10.2876552,143.959
10.2876552,140.392
10.2876552,136.82500000000002
10.2876552,108.28399999999999
10.2876552,104.715
10.2876552,101.146
10.2876552,72.19399999999999
10.2876552,69.20299999999999
10.2876552,65.875
10.2876552,211.28799999999998
10.2876552,207.83999999999997
10.2876552,204.131
10.2876552,179.47699999999998
10.2876552,175.949
10.2876552,172.40800000000002
10.2876552,143.92100000000002
10.2876552,140.35299999999998
10.2876552,136.786
10.2876552,108.232
10.2876552,104.66000000000001
10.2876552,101.086
10.2876552,71.893
10.2876552,68.853
10.2876552,65.51700000000001
10.2876552,213.45700000000002
10.2876552,210.573
10.2876552,205.888
10.2876552,179.554
10.2876552,176.01
10.2876552,172.458
10.2876552,143.951
10.2876552,140.384
10.2876552,136.81699999999998
10.2876552,108.274
10.2876552,104.705
10.2876552,101.135
10.2876552,72.18299999999999
10.2876552,69.19600000000001
10.2876552,65.872
10.2876552,213.465
10.2876552,210.583
10.2876552,205.89499999999998
10.2876552,179.56
10.2876552,176.016
10.2876552,172.464
10.2876552,143.959
10.2876552,140.392
10.2876552,136.82500000000002
10.2876552,108.28399999999999
10.2876552,104.715
10.2876552,101.146
10.2876552,72.19399999999999
10.2876552,69.20299999999999
10.2876552,65.875
10.2876552,211.28799999999998
10.2876552,207.83999999999997
10.2876552,204.131
10.2876552,179.47699999999998
10.2876552,175.949
10.2876552,172.40800000000002
10.2876552,143.92100000000002
10.2876552,140.35299999999998
10.2876552,136.786
10.2876552,108.232
10.2876552,104.66000000000001
10.2876552,101.086
10.2876552,71.893
10.2876552,68.853
10.2876552,65.51700000000001
10.2876552,213.45700000000002
10.2876552,210.573
10.2876552,205.888
10.2876552,179.554
10.2876552,176.01
10.2876552,172.458
10.2876552,143.951
10.2876552,140.384
10.2876552,136.81699999999998
10.2876552,108.274
10.2876552,104.705
10.2876552,101.135
10.2876552,72.18299999999999
10.2876552,69.19600000000001
10.2876552,65.872
1.0206279,21.178
1.0206279,20.892
1.0206279,20.427
1.0206279,17.814
1.0206279,17.462
1.0206279,17.11
1.0206279,14.282
1.0206279,13.927999999999999
1.0206279,13.574000000000002
1.0206279,10.743
1.0206279,10.389
1.0206279,10.035
1.0206279,7.162
1.0206279,6.866
1.0206279,6.535
1.0206279,20.962
1.0206279,20.619999999999997
1.0206279,20.252
1.0206279,17.805999999999997
1.0206279,17.456
1.0206279,17.104
1.0206279,14.277999999999999
1.0206279,13.924
1.0206279,13.57
1.0206279,10.738
1.0206279,10.383000000000001
1.0206279,10.029
1.0206279,7.132
1.0206279,6.831
1.0206279,6.5
1.0206279,21.177
1.0206279,20.891000000000002
1.0206279,20.426000000000002
1.0206279,17.813
1.0206279,17.462
1.0206279,17.108999999999998
1.0206279,14.280999999999999
1.0206279,13.927000000000001
1.0206279,13.573
1.0206279,10.741999999999999
1.0206279,10.388
1.0206279,10.033
1.0206279,7.161
1.0206279,6.865
1.0206279,6.535
1.0206279,21.178
1.0206279,20.892
1.0206279,20.427
1.0206279,17.814
1.0206279,17.462
1.0206279,17.11
1.0206279,14.282
1.0206279,13.927999999999999
1.0206279,13.574000000000002
1.0206279,10.743
1.0206279,10.389
1.0206279,10.035
1.0206279,7.162
1.0206279,6.866
1.0206279,6.535
1.0206279,20.962
1.0206279,20.619999999999997
1.0206279,20.252
1.0206279,17.805999999999997
1.0206279,17.456
1.0206279,17.104
1.0206279,14.277999999999999
1.0206279,13.924
1.0206279,13.57
1.0206279,10.738
1.0206279,10.383000000000001
1.0206279,10.029
1.0206279,7.132
1.0206279,6.831
1.0206279,6.5
1.0206279,21.177
1.0206279,20.891000000000002
1.0206279,20.426000000000002
1.0206279,17.813
1.0206279,17.462
1.0206279,17.108999999999998
1.0206279,14.280999999999999
1.0206279,13.927000000000001
1.0206279,13.573
1.0206279,10.741999999999999
1.0206279,10.388
1.0206279,10.033
1.0206279,7.161
1.0206279,6.865
1.0206279,6.535
10.3234869,214.208
10.3234869,211.316
10.3234869,206.612
10.3234869,180.185
10.3234869,176.62900000000002
10.3234869,173.065
10.3234869,144.46
10.3234869,140.881
10.3234869,137.301
10.3234869,108.661
10.3234869,105.08
10.3234869,101.49799999999999
10.3234869,72.446
10.3234869,69.44399999999999
10.3234869,66.104
10.3234869,212.024
10.3234869,208.564
10.3234869,204.842
10.3234869,180.102
10.3234869,176.56099999999998
10.3234869,173.00799999999998
10.3234869,144.422
10.3234869,140.84199999999998
10.3234869,137.262
10.3234869,108.60900000000001
10.3234869,105.024
10.3234869,101.438
10.3234869,72.143
10.3234869,69.092
10.3234869,65.745
10.3234869,214.201
10.3234869,211.306
10.3234869,206.60500000000002
10.3234869,180.179
10.3234869,176.623
10.3234869,173.059
10.3234869,144.452
10.3234869,140.873
10.3234869,137.293
10.3234869,108.651
10.3234869,105.07
10.3234869,101.487
10.3234869,72.43499999999999
10.3234869,69.43700000000001
10.3234869,66.102
10.3234869,214.208
10.3234869,211.316
10.3234869,206.612
10.3234869,180.185
10.3234869,176.62900000000002
10.3234869,173.065
10.3234869,144.46
10.3234869,140.881
10.3234869,137.301
10.3234869,108.661
10.3234869,105.08
10.3234869,101.49799999999999
10.3234869,72.446
10.3234869,69.44399999999999
10.3234869,66.104
10.3234869,212.024
10.3234869,208.564
10.3234869,204.842
10.3234869,180.102
10.3234869,176.56099999999998
10.3234869,173.00799999999998
10.3234869,144.422
10.3234869,140.84199999999998
10.3234869,137.262
10.3234869,108.60900000000001
10.3234869,105.024
10.3234869,101.438
10.3234869,72.143
10.3234869,69.092
10.3234869,65.745
10.3234869,214.2
10.3234869,211.306
10.3234869,206.60500000000002
10.3234869,180.179
10.3234869,176.623
10.3234869,173.059
10.3234869,144.452
10.3234869,140.873
10.3234869,137.293
10.3234869,108.651
10.3234869,105.07
10.3234869,101.487
10.3234869,72.43499999999999
10.3234869,69.43700000000001
10.3234869,66.102
1.0343637,21.463
1.0343637,21.173
1.0343637,20.701999999999998
1.0343637,18.054000000000002
1.0343637,17.697
1.0343637,17.34
1.0343637,14.474
1.0343637,14.116
1.0343637,13.757000000000001
1.0343637,10.886999999999999
1.0343637,10.529
1.0343637,10.17
1.0343637,7.259
1.0343637,6.958
1.0343637,6.623
1.0343637,21.244
1.0343637,20.897
1.0343637,20.523999999999997
1.0343637,18.045
1.0343637,17.691
1.0343637,17.335
1.0343637,14.47
1.0343637,14.112
1.0343637,13.753
1.0343637,10.882
1.0343637,10.523000000000001
1.0343637,10.164
1.0343637,7.228
1.0343637,6.923
1.0343637,6.587
1.0343637,21.462
1.0343637,21.172
1.0343637,20.701
1.0343637,18.053
1.0343637,17.697
1.0343637,17.34
1.0343637,14.473
1.0343637,14.115
1.0343637,13.756
1.0343637,10.886000000000001
1.0343637,10.527
1.0343637,10.169
1.0343637,7.258
1.0343637,6.957
1.0343637,6.623
1.0343637,21.463
1.0343637,21.173
1.0343637,20.701999999999998
1.0343637,18.054000000000002
1.0343637,17.697
1.0343637,17.34
1.0343637,14.474
1.0343637,14.116
1.0343637,13.757000000000001
1.0343637,10.886999999999999
1.0343637,10.529
1.0343637,10.17
1.0343637,7.259
1.0343637,6.958
1.0343637,6.623
1.0343637,21.244
1.0343637,20.897
1.0343637,20.523999999999997
1.0343637,18.045
1.0343637,17.691
1.0343637,17.335
1.0343637,14.47
1.0343637,14.112
1.0343637,13.753
1.0343637,10.882
1.0343637,10.523000000000001
1.0343637,10.164
1.0343637,7.228
1.0343637,6.923
1.0343637,6.587
1.0343637,21.462
1.0343637,21.172
1.0343637,20.701
1.0343637,18.053
1.0343637,17.697
1.0343637,17.34
1.0343637,14.473
1.0343637,14.115
1.0343637,13.756
1.0343637,10.886000000000001
1.0343637,10.527
1.0343637,10.169
1.0343637,7.258
1.0343637,6.957
1.0343637,6.623
10.4194575,216.2
10.4194575,213.281
10.4194575,208.53300000000002
10.4194575,181.85999999999999
10.4194575,178.27100000000002
10.4194575,174.67399999999998
10.4194575,145.80300000000003
10.4194575,142.19
10.4194575,138.57799999999997
10.4194575,109.671
10.4194575,106.057
10.4194575,102.441
10.4194575,73.119
10.4194575,70.09
10.4194575,66.719
10.4194575,213.995
10.4194575,210.503
10.4194575,206.74699999999999
10.4194575,181.777
10.4194575,178.20299999999997
10.4194575,174.61700000000002
10.4194575,145.76500000000001
10.4194575,142.152
10.4194575,138.538
10.4194575,109.619
10.4194575,106.001
10.4194575,102.381
10.4194575,72.814
10.4194575,69.735
10.4194575,66.356
10.4194575,216.192
10.4194575,213.27
10.4194575,208.525
10.4194575,181.854
10.4194575,178.265
10.4194575,174.667
10.4194575,145.795
10.4194575,142.182
10.4194575,138.57
10.4194575,109.661
10.4194575,106.04599999999999
10.4194575,102.42999999999999
10.4194575,73.108
10.4194575,70.082
10.4194575,66.71600000000001
10.4194575,216.2
10.4194575,213.281
10.4194575,208.53300000000002
10.4194575,181.85999999999999
10.4194575,178.27100000000002
10.4194575,174.67399999999998
10.4194575,145.80300000000003
10.4194575,142.19
10.4194575,138.57799999999997
10.4194575,109.672
10.4194575,106.057
10.4194575,102.441
10.4194575,73.119
10.4194575,70.09
10.4194575,66.719
10.4194575,213.995
10.4194575,210.503
10.4194575,206.74699999999999
10.4194575,181.777
10.4194575,178.20299999999997
10.4194575,174.61700000000002
10.4194575,145.76500000000001
10.4194575,142.152
10.4194575,138.538
10.4194575,109.619
10.4194575,106.001
10.4194575,102.381
10.4194575,72.814
10.4194575,69.735
10.4194575,66.356
10.4194575,216.192
10.4194575,213.27
10.4194575,208.525
10.4194575,181.854
10.4194575,178.264
10.4194575,174.667
10.4194575,145.795
10.4194575,142.182
10.4194575,138.56900000000002
10.4194575,109.661
10.4194575,106.04599999999999
10.4194575,102.42999999999999
10.4194575,73.108
10.4194575,70.082
10.4194575,66.71600000000001
10.4653143,217.151
10.4653143,214.219
10.4653143,209.45
10.4653143,182.661
10.4653143,179.055
10.4653143,175.443
10.4653143,146.44500000000002
10.4653143,142.816
10.4653143,139.187
10.4653143,110.154
10.4653143,106.524
10.4653143,102.89200000000001
10.4653143,73.441
10.4653143,70.398
10.4653143,67.012
10.4653143,214.937
10.4653143,211.429
10.4653143,207.657
10.4653143,182.577
10.4653143,178.987
10.4653143,175.385
10.4653143,146.406
10.4653143,142.777
10.4653143,139.148
10.4653143,110.101
10.4653143,106.467
10.4653143,102.831
10.4653143,73.134
10.4653143,70.042
10.4653143,66.648
10.4653143,217.143
10.4653143,214.209
10.4653143,209.44299999999998
10.4653143,182.655
10.4653143,179.049
10.4653143,175.436
10.4653143,146.43699999999998
10.4653143,142.808
10.4653143,139.179
10.4653143,110.14399999999999
10.4653143,106.513
10.4653143,102.881
10.4653143,73.43
10.4653143,70.39099999999999
10.4653143,67.00999999999999
10.4653143,217.151
10.4653143,214.219
10.4653143,209.45
10.4653143,182.661
10.4653143,179.055
10.4653143,175.443
10.4653143,146.44500000000002
10.4653143,142.816
10.4653143,139.188
10.4653143,110.154
10.4653143,106.524
10.4653143,102.89200000000001
10.4653143,73.441
10.4653143,70.398
10.4653143,67.012
10.4653143,214.937
10.4653143,211.429
10.4653143,207.657
10.4653143,182.577
10.4653143,178.987
10.4653143,175.385
10.4653143,146.406
10.4653143,142.777
10.4653143,139.148
10.4653143,110.101
10.4653143,106.467
10.4653143,102.831
10.4653143,73.134
10.4653143,70.042
10.4653143,66.648
10.4653143,217.143
10.4653143,214.209
10.4653143,209.44299999999998
10.4653143,182.655
10.4653143,179.049
10.4653143,175.436
10.4653143,146.43699999999998
10.4653143,142.808
10.4653143,139.179
10.4653143,110.14399999999999
10.4653143,106.513
10.4653143,102.881
10.4653143,73.43
10.4653143,70.39099999999999
10.4653143,67.00999999999999
10.5732747,219.391
10.5732747,216.429
10.5732747,211.611
10.5732747,184.545
10.5732747,180.90200000000002
10.5732747,177.252
10.5732747,147.95499999999998
10.5732747,144.289
10.5732747,140.62300000000002
10.5732747,111.291
10.5732747,107.62299999999999
10.5732747,103.95400000000001
10.5732747,74.199
10.5732747,71.125
10.5732747,67.70400000000001
10.5732747,217.154
10.5732747,213.61
10.5732747,209.79899999999998
10.5732747,184.46
10.5732747,180.834
10.5732747,177.195
10.5732747,147.91699999999997
10.5732747,144.25
10.5732747,140.583
10.5732747,111.23700000000001
10.5732747,107.565
10.5732747,103.892
10.5732747,73.889
10.5732747,70.764
10.5732747,67.336
10.5732747,219.383
10.5732747,216.419
10.5732747,211.604
10.5732747,184.53900000000002
10.5732747,180.896
10.5732747,177.24599999999998
10.5732747,147.94799999999998
10.5732747,144.281
10.5732747,140.61499999999998
