168.79,164.914,159.431,124.14500000000001,119.53999999999999,114.929,77.994,73.381,68.77,32.284,27.849,23.462,3.125,2.3659999999999997,1.724,166.94400000000002,162.659,158.005,124.039,119.443,114.838,77.896,73.282,68.67099999999999,32.515,28.28,24.204,3.339,2.338,1.671,168.781,164.90200000000002,159.422,124.13499999999999,119.529,114.918,77.97800000000001,73.364,68.753,32.255,27.818,23.43,3.066,2.3329999999999997,1.705,168.79,164.914,159.431,124.14500000000001,119.53999999999999,114.929,77.994,73.381,68.771,32.284,27.848,23.458000000000002,3.089,2.348,1.716,166.94400000000002,162.659,158.005,124.039,119.443,114.838,77.896,73.282,68.67099999999999,32.514,28.273,24.207,3.3529999999999998,2.292,1.6700000000000002,168.781,164.90200000000002,159.422,124.13499999999999,119.529,114.918,77.97800000000001,73.364,68.753,32.255,27.817,23.427,3.03,2.316,1.697
16.901999999999997,16.514000000000003,15.965,12.431000000000001,11.97,11.508000000000001,7.81,7.348,6.886,3.2329999999999997,2.7889999999999997,2.3489999999999998,0.313,0.237,0.173,16.717,16.288,15.822,12.421,11.96,11.498999999999999,7.8,7.338,6.876,3.256,2.8320000000000003,2.424,0.334,0.234,0.167,16.901,16.512999999999998,15.964000000000002,12.43,11.969,11.507,7.808000000000001,7.345999999999999,6.885,3.23,2.786,2.346,0.307,0.234,0.171,16.901999999999997,16.514000000000003,15.965,12.431000000000001,11.97,11.508000000000001,7.81,7.348,6.886,3.2329999999999997,2.7889999999999997,2.3489999999999998,0.309,0.235,0.17200000000000001,16.717,16.288,15.822,12.421,11.96,11.498999999999999,7.8,7.338,6.876,3.256,2.831,2.424,0.33599999999999997,0.22999999999999998,0.167,16.901,16.512999999999998,15.964000000000002,12.43,11.969,11.507,7.808000000000001,7.345999999999999,6.885,3.23,2.785,2.346,0.303,0.232,0.16999999999999998
187.274,182.973,176.89,137.73999999999998,132.63,127.515,86.535,81.417,76.301,35.82,30.898999999999997,26.031,3.467,2.625,1.9120000000000001,185.226,180.471,175.308,137.623,132.523,127.413,86.427,81.307,76.19200000000001,36.076,31.377000000000002,26.855,3.705,2.595,1.8539999999999999,187.264,182.961,176.88,137.729,132.619,127.503,86.518,81.398,76.282,35.787,30.865,25.996,3.4010000000000002,2.589,1.8920000000000001,187.274,182.973,176.89,137.73999999999998,132.63,127.515,86.535,81.417,76.302,35.818999999999996,30.897,26.027,3.427,2.605,1.904,185.226,180.471,175.308,137.623,132.523,127.413,86.427,81.307,76.19200000000001,36.074,31.368999999999996,26.858,3.7199999999999998,2.543,1.853,187.264,182.961,176.88,137.729,132.619,127.503,86.518,81.398,76.282,35.787,30.863,25.992,3.362,2.569,1.883
203.301,198.632,192.029,149.52800000000002,143.981,138.428,93.941,88.384,82.83099999999999,38.885,33.543,28.259,3.764,2.8499999999999996,2.076,201.07799999999997,195.916,190.311,149.40099999999998,143.864,138.318,93.823,88.265,82.712,39.164,34.062,29.153,4.021999999999999,2.8169999999999997,2.012,203.291,198.619,192.018,149.51600000000002,143.969,138.415,93.922,88.36399999999999,82.81,38.85,33.506,28.221,3.692,2.81,2.0540000000000003,203.301,198.632,192.029,149.52800000000002,143.981,138.428,93.941,88.384,82.832,38.885,33.541000000000004,28.254,3.7199999999999998,2.828,2.0669999999999997,201.07799999999997,195.916,190.311,149.40099999999998,143.864,138.318,93.823,88.265,82.712,39.162,34.054,29.157,4.038,2.761,2.0109999999999997,203.29,198.619,192.018,149.51600000000002,143.969,138.415,93.922,88.36399999999999,82.81,38.849000000000004,33.504999999999995,28.215999999999998,3.6500000000000004,2.7889999999999997,2.044
219.422,214.383,207.256,161.385,155.398,149.404,101.39,95.393,89.4,41.968,36.202999999999996,30.499000000000002,4.062,3.076,2.2409999999999997,217.023,211.452,205.40200000000002,161.24699999999999,155.272,149.285,101.26299999999999,95.264,89.271,42.269,36.763,31.464999999999996,4.340999999999999,3.04,2.172,219.411,214.368,207.244,161.372,155.385,149.391,101.37,95.37100000000001,89.377,41.931000000000004,36.163,30.459,3.985,3.033,2.216,219.422,214.383,207.256,161.385,155.398,149.404,101.39,95.393,89.4,41.968,36.201,30.494999999999997,4.015,3.053,2.231,217.023,211.452,205.40200000000002,161.24699999999999,155.272,149.285,101.26299999999999,95.264,89.271,42.267,36.754,31.469,4.359,2.98,2.1710000000000003,219.411,214.368,207.244,161.372,155.385,149.39000000000001,101.37,95.37100000000001,89.377,41.93,36.161,30.454,3.939,3.01,2.206
237.648,232.191,224.472,174.791,168.306,161.815,109.812,103.31700000000001,96.826,45.455,39.21,33.033,4.4,3.332,2.4269999999999996,235.04999999999998,229.016,222.464,174.642,168.17000000000002,161.686,109.675,103.177,96.686,45.78,39.817,34.078,4.7010000000000005,3.292,2.3520000000000003,237.636,232.17499999999998,224.45899999999997,174.77700000000002,168.292,161.8,109.79,103.293,96.801,45.414,39.167,32.989,4.316,3.2849999999999997,2.4,237.648,232.191,224.472,174.791,168.307,161.815,109.812,103.31700000000001,96.826,45.454,39.208,33.028000000000006,4.349,3.306,2.416,235.04999999999998,229.016,222.464,174.642,168.17000000000002,161.686,109.675,103.177,96.686,45.778,39.807,34.083,4.721,3.2270000000000003,2.351,237.636,232.17499999999998,224.45899999999997,174.77700000000002,168.292,161.8,109.79,103.293,96.801,45.413000000000004,39.165,32.983,4.267,3.2600000000000002,2.39
253.697,247.872,239.631,186.595,179.673,172.743,117.228,110.294,103.365,48.524,41.858,35.264,4.697,3.556,2.5909999999999997,250.92400000000004,244.48200000000003,237.488,186.436,179.527,172.605,117.081,110.145,103.216,48.872,42.506,36.38,5.019,3.5149999999999997,2.511,253.684,247.85399999999998,239.618,186.57999999999998,179.657,172.72699999999998,117.204,110.26899999999999,103.33800000000001,48.481,41.812,35.217,4.608,3.507,2.5629999999999997,253.697,247.872,239.631,186.595,179.673,172.743,117.228,110.294,103.365,48.524,41.856,35.258,4.6419999999999995,3.5300000000000002,2.579,250.92400000000004,244.48200000000003,237.488,186.436,179.527,172.605,117.081,110.145,103.216,48.87,42.495,36.385,5.04,3.445,2.5100000000000002,253.684,247.85399999999998,239.617,186.57999999999998,179.657,172.72699999999998,117.204,110.26899999999999,103.33800000000001,48.48,41.81,35.211,4.555,3.48,2.5509999999999997
270.927,264.705,255.90600000000003,199.267,191.875,184.47400000000002,125.189,117.78399999999999,110.38499999999999,51.82,44.701,37.659,5.016,3.798,2.767,267.965,261.086,253.616,199.097,191.719,184.327,125.033,117.626,110.226,52.191,45.392,38.851,5.36,3.754,2.6809999999999996,270.913,264.687,255.89100000000002,199.252,191.859,184.45700000000002,125.16400000000002,117.75800000000001,110.356,51.773,44.652,37.608000000000004,4.921,3.745,2.7369999999999997,270.927,264.706,255.90600000000003,199.267,191.875,184.47400000000002,125.189,117.78399999999999,110.38499999999999,51.819,44.698,37.653,4.958,3.7689999999999997,2.754,267.965,261.086,253.616,199.097,191.719,184.327,125.033,117.626,110.226,52.189,45.381,38.856,5.382000000000001,3.679,2.68,270.913,264.687,255.89100000000002,199.252,191.859,184.45700000000002,125.16400000000002,117.75800000000001,110.356,51.772,44.65,37.602,4.864000000000001,3.717,2.724
288.824,282.192,272.811,212.431,204.55,196.661,133.459,125.56500000000001,117.677,55.243,47.654,40.146,5.3469999999999995,4.0489999999999995,2.95,285.667,278.334,270.36999999999995,212.25,204.385,196.504,133.292,125.396,117.507,55.639,48.391,41.417,5.7139999999999995,4.001,2.859,288.81,282.173,272.795,212.414,204.533,196.643,133.433,125.537,117.64699999999999,55.193,47.602000000000004,40.092999999999996,5.246,3.993,2.9170000000000003,288.824,282.192,272.811,212.431,204.55,196.661,133.459,125.56500000000001,117.677,55.242,47.651,40.14,5.285,4.018000000000001,2.936,285.667,278.334,270.36999999999995,212.25,204.385,196.504,133.292,125.396,117.507,55.636,48.379,41.422,5.737,3.9219999999999997,2.8569999999999998,288.81,282.172,272.795,212.414,204.533,196.642,133.433,125.537,117.64699999999999,55.193,47.599000000000004,40.086000000000006,5.1850000000000005,3.962,2.904
303.997,297.01599999999996,287.142,223.59,215.296,206.991,140.47,132.161,123.85799999999999,58.145,50.157000000000004,42.255,5.628,4.2620000000000005,3.105,300.673,292.95500000000004,284.573,223.4,215.121,206.827,140.294,131.983,123.68,58.562,50.933,43.593,6.014,4.212,3.009,303.981,296.995,287.125,223.573,215.277,206.972,140.442,132.132,123.827,58.093,50.102000000000004,42.199,5.521,4.202,3.0709999999999997,303.997,297.01599999999996,287.142,223.59,215.296,206.992,140.47,132.162,123.85799999999999,58.144,50.154,42.249,5.563,4.229,3.091,300.673,292.95500000000004,284.573,223.4,215.121,206.827,140.294,131.983,123.68,58.559,50.921,43.598,6.039,4.128,3.007,303.981,296.995,287.125,223.573,215.277,206.972,140.442,132.132,123.827,58.092,50.1,42.192,5.458,4.17,3.057
320.655,313.29200000000003,302.876,235.84199999999998,227.093,218.33399999999997,148.167,139.403,130.645,61.330999999999996,52.905,44.571,5.937,4.495,3.275,317.149,309.008,300.167,235.641,226.909,218.16000000000003,147.982,139.21499999999997,130.457,61.771,53.724000000000004,45.981,6.343999999999999,4.442,3.174,320.639,313.27,302.859,235.824,227.07399999999998,218.314,148.138,139.37199999999999,130.612,61.276,52.848,44.511,5.824,4.433,3.239,320.655,313.29200000000003,302.876,235.84199999999998,227.093,218.33399999999997,148.168,139.404,130.645,61.330999999999996,52.903,44.564,5.868,4.461,3.2600000000000002,317.149,309.008,300.167,235.641,226.909,218.16000000000003,147.982,139.216,130.457,61.767999999999994,53.711,45.988,6.37,4.354,3.1719999999999997,320.639,313.27,302.859,235.824,227.07399999999998,218.314,148.138,139.37199999999999,130.612,61.275,52.845,44.504,5.757,4.399,3.2239999999999998
337.983,330.22200000000004,319.24399999999997,248.587,239.365,230.13299999999998,156.174,146.937,137.705,64.646,55.763999999999996,46.979,6.258,4.738,3.452,334.288,325.707,316.38800000000003,248.375,239.171,229.95000000000002,155.97899999999998,146.739,137.507,65.10900000000001,56.626999999999995,48.466,6.686,4.683,3.345,337.966,330.199,319.225,248.568,239.345,230.111,156.143,146.904,137.67,64.587,55.702999999999996,46.916000000000004,6.139,4.672000000000001,3.4139999999999997,337.983,330.22200000000004,319.24399999999997,248.587,239.365,230.13299999999998,156.174,146.937,137.705,64.645,55.762,46.971999999999994,6.1850000000000005,4.702,3.436,334.288,325.707,316.38800000000003,248.375,239.171,229.95000000000002,155.97899999999998,146.739,137.507,65.10499999999999,56.613,48.473,6.7139999999999995,4.59,3.3440000000000003,337.966,330.199,319.225,248.567,239.345,230.111,156.143,146.904,137.67,64.586,55.701,46.909,6.0680000000000005,4.637,3.399
34.13,33.346000000000004,32.237,25.102,24.171,23.238999999999997,15.770999999999999,14.838,13.906,6.528,5.631,4.744,0.632,0.47800000000000004,0.34900000000000003,33.756,32.89,31.949,25.081,24.151999999999997,23.220000000000002,15.751,14.818,13.885,6.574999999999999,5.718,4.894,0.675,0.47300000000000003,0.33799999999999997,34.128,33.344,32.235,25.1,24.168999999999997,23.237000000000002,15.767,14.834000000000001,13.902,6.522,5.625,4.738,0.62,0.472,0.345,34.13,33.346000000000004,32.237,25.102,24.171,23.238999999999997,15.770999999999999,14.838,13.906,6.528,5.631,4.743,0.625,0.475,0.34700000000000003,33.756,32.89,31.949,25.081,24.151999999999997,23.220000000000002,15.751,14.818,13.885,6.574,5.717,4.895,0.678,0.463,0.33799999999999997,34.128,33.344,32.235,25.1,24.168999999999997,23.237000000000002,15.767,14.834000000000001,13.902,6.522,5.625,4.737,0.613,0.468,0.34299999999999997
